"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9949","Set and verify checkbox state using parameterized inputs -- @1.1 ","","Sun Nov 16 00:43:13 ICT 2025","broken","Sun Nov 16 00:43:23 ICT 2025","","","",""
